date,S&P500,FTSE100,DAX40
43598.00,2859.53,7348.62,12238.94
43605.00,2826.06,7277.73,12011.04
43612.00,2752.06,7161.71,11726.84
43619.00,2873.34,7331.94,12045.38
43626.00,2886.98,7345.78,12096.40
43633.00,2950.46,7407.50,12339.92
43640.00,2941.76,7425.63,12398.80
43647.00,2990.41,7553.14,12568.53
43654.00,3013.77,7505.97,12323.32
43661.00,2976.61,7508.70,12260.07
43668.00,3025.86,7549.06,12419.90
43675.00,2932.05,7407.06,11872.44
43682.00,2918.65,7253.85,11693.80
43689.00,2888.68,7117.15,11562.74
43696.00,2847.11,7094.98,11611.51
43703.00,2926.46,7207.18,11939.28
43710.00,2978.71,7282.34,12191.73
43717.00,3007.39,7367.46,12468.53
43724.00,2992.07,7344.92,12468.01
43731.00,2961.79,7426.21,12380.94
43738.00,2952.01,7155.38,12012.81
43745.00,2970.27,7247.08,12511.65
43752.00,2986.20,7150.57,12633.60
43759.00,3022.55,7324.47,12894.51
43766.00,3066.91,7302.42,12961.05
43773.00,3093.08,7359.38,13228.56
43780.00,3120.46,7302.94,13241.75
43787.00,3110.29,7326.81,13163.88
43794.00,3140.98,7346.53,13236.38
43801.00,3145.91,7239.66,13166.58
43808.00,3168.80,7353.44,13282.72
43815.00,3221.22,7582.48,13318.90
43822.00,3240.02,7644.90,13337.11
43829.00,3234.85,7622.40,13219.14
43836.00,3265.35,7587.85,13483.31
43843.00,3329.62,7674.56,13526.13
43850.00,3295.47,7585.98,13576.68
43857.00,3225.52,7286.01,12981.97
43864.00,3327.71,7466.70,13513.81
43871.00,3380.16,7409.13,13744.21
43878.00,3337.75,7403.92,13579.33
43885.00,2954.22,6580.61,11890.35
43892.00,2972.37,6462.55,11541.87
43899.00,2711.02,5366.11,9232.08
43906.00,2304.92,5190.78,8928.95
43913.00,2541.47,5510.33,9632.52
43920.00,2488.65,5415.50,9525.77
43927.00,2789.82,5842.66,10564.74
43934.00,2874.56,5786.96,10625.78
43941.00,2836.74,5752.23,10336.09
43948.00,2830.71,5763.06,10861.64
43955.00,2929.80,5935.98,10904.48
43962.00,2863.70,5799.77,10465.17
43969.00,2955.45,5993.28,11073.87
43976.00,3044.31,6076.60,11586.85
43983.00,3193.93,6484.30,12847.68
43990.00,3041.31,6105.18,11949.28
43997.00,3097.74,6292.60,12330.76
44004.00,3009.05,6159.30,12089.39
44011.00,3130.01,6157.30,12528.18
44018.00,3185.04,6095.41,12633.71
44025.00,3224.73,6290.30,12919.61
44032.00,3215.63,6123.82,12838.06
44039.00,3271.12,5897.76,12313.36
44046.00,3351.28,6032.18,12674.88
44053.00,3372.85,6090.04,12901.34
44060.00,3397.16,6001.89,12764.80
44067.00,3508.01,5963.57,13033.20
44074.00,3426.96,5799.08,12842.66
44081.00,3340.97,6032.09,13202.84
44088.00,3319.47,6007.05,13116.25
44095.00,3298.46,5842.67,12469.20
44102.00,3348.44,5902.12,12689.04
44109.00,3477.13,6016.65,13051.23
44116.00,3483.81,5919.58,12908.99
44123.00,3465.39,5860.28,12645.75
44130.00,3269.96,5577.27,11556.48
44137.00,3509.44,5910.02,12480.02
44144.00,3585.15,6316.39,13076.72
44151.00,3557.54,6351.45,13137.25
44158.00,3638.35,6367.58,13335.68
44165.00,3699.12,6550.23,13298.96
44172.00,3663.46,6546.75,13114.30
44179.00,3709.41,6529.18,13630.51
44186.00,3703.06,6502.11,13587.23
44193.00,3756.07,6460.52,13718.78
44200.00,3824.68,6873.26,14049.53
44207.00,3768.25,6735.71,13787.73
44214.00,3841.47,6695.07,13873.97
44221.00,3714.24,6407.46,13432.87
44228.00,3886.83,6489.33,14056.72
44235.00,3934.83,6589.79,14049.89
44242.00,3906.71,6624.02,13993.23
44249.00,3811.15,6483.43,13786.29
44256.00,3841.94,6630.52,13920.69
44263.00,3943.34,6761.47,14502.39
44270.00,3913.10,6708.71,14621.00
44277.00,3974.54,6740.59,14748.94
44284.00,4019.87,6737.30,15107.17
44291.00,4128.80,6915.75,15234.16
44298.00,4185.47,7019.53,15459.75
44305.00,4180.17,6938.56,15279.62
44312.00,4181.17,6969.81,15135.91
44319.00,4232.60,7129.71,15399.65
44326.00,4173.85,7043.61,15416.64
44333.00,4155.87,7018.15,15437.51
44340.00,4204.12,7022.71,15519.98
44347.00,4229.88,7069.05,15692.90
44354.00,4247.45,7134.07,15693.27
44361.00,4166.46,7017.48,15448.04
44368.00,4280.69,7136.08,15607.97
44375.00,4352.33,7123.28,15650.09
44382.00,4369.54,7121.88,15687.93
44389.00,4327.15,7008.10,15540.31
44396.00,4411.80,7027.59,15669.29
44403.00,4395.27,7032.31,15544.39
44410.00,4436.51,7122.96,15761.45
44417.00,4467.99,7218.70,15977.44
44424.00,4441.67,7087.91,15808.04
44431.00,4509.38,7148.02,15851.75
44438.00,4535.42,7138.36,15781.20
44445.00,4458.57,7029.21,15609.81
44452.00,4432.98,6963.65,15490.17
44459.00,4455.47,7051.49,15531.75
44466.00,4357.05,7027.08,15156.44
44473.00,4391.35,7095.56,15206.14
44480.00,4471.38,7234.04,15587.36
44487.00,4544.91,7204.56,15542.98
44494.00,4605.39,7237.56,15688.77
44501.00,4697.54,7303.97,16054.36
44508.00,4682.86,7347.92,16094.07
44515.00,4697.95,7223.58,16159.97
44522.00,4594.61,7044.04,15257.04
44529.00,4538.44,7122.33,15169.98
44536.00,4712.01,7291.77,15623.31
44543.00,4620.65,7269.93,15531.69
44550.00,4725.78,7372.11,15756.31
44557.00,4766.19,7384.55,15884.86
44564.00,4677.04,7485.28,15947.74
44571.00,4662.84,7542.96,15883.24
44578.00,4397.95,7494.14,15603.88
44585.00,4431.86,7466.06,15318.95
44592.00,4500.54,7516.41,15099.56
44599.00,4418.65,7661.03,15425.11
44606.00,4348.88,7513.63,15042.50
44613.00,4384.64,7489.47,14567.22
44620.00,4328.88,6987.15,13094.54
44627.00,4204.32,7155.63,13628.10
44634.00,4463.11,7404.74,14413.08
44641.00,4543.05,7483.34,14305.77
44648.00,4545.87,7537.91,14446.47
44655.00,4488.27,7669.56,14283.66
44662.00,4392.60,7616.37,14163.86
44669.00,4271.79,7521.68,14142.09
44676.00,4131.92,7544.56,14097.87
44683.00,4123.35,7387.95,13674.30
44690.00,4023.90,7418.16,14027.92
44697.00,3901.35,7389.99,13981.92
44704.00,4158.23,7585.47,14462.20
44711.00,4108.55,7532.96,14460.08
44718.00,3900.85,7317.53,13761.84
44725.00,3674.85,7016.26,13126.27
44732.00,3911.73,7208.80,13118.14
44739.00,3825.32,7168.64,12813.04
44746.00,3899.37,7196.25,13015.24
44753.00,3863.17,7159.02,12864.71
44760.00,3961.64,7276.38,13253.69
44767.00,4130.28,7423.42,13484.04
44774.00,4145.20,7439.75,13573.94
44781.00,4280.14,7500.90,13795.86
44788.00,4228.49,7550.38,13544.53
44795.00,4057.66,7427.32,12971.46
44802.00,3924.27,7281.18,13050.26
44809.00,4067.35,7351.08,13088.20
44816.00,3873.32,7236.69,12741.25
44823.00,3693.22,7018.61,12284.18
44830.00,3585.61,6893.82,12114.37
44837.00,3639.67,6991.10,12272.99
44844.00,3583.08,6858.80,12437.80
44851.00,3752.76,6969.72,12730.89
44858.00,3901.07,7047.68,13243.32
44865.00,3770.56,7334.85,13459.86
44872.00,3992.92,7318.03,14224.87
44879.00,3965.33,7385.53,14431.85
44886.00,4026.11,7486.68,14541.39
44893.00,4071.71,7556.22,14529.38
44900.00,3934.39,7476.64,14370.71
44907.00,3852.35,7332.13,13893.06
44914.00,3844.81,7473.02,13940.92
44921.00,3839.49,7451.74,13923.58
44928.00,3895.07,7699.50,14610.03
44935.00,3999.08,7844.08,15086.53
44942.00,3972.60,7770.58,15033.55
44949.00,4070.57,7765.14,15150.04
44956.00,4136.49,7901.81,15476.44
44963.00,4090.45,7882.44,15307.99
44970.00,4079.10,8004.37,15482.01
44977.00,3970.05,7878.67,15209.73
44984.00,4045.65,7947.10,15578.38
44991.00,3861.60,7748.34,15427.98
44998.00,3916.65,7335.41,14768.19
45005.00,3970.98,7405.44,14957.24
45012.00,4109.32,7631.75,15628.83
45019.00,4105.03,7741.57,15597.90
45026.00,4137.63,7871.90,15807.51
45033.00,4133.51,7914.14,15881.67
45040.00,4169.49,7870.57,15922.38
45047.00,4136.26,7778.37,15961.03
45054.00,4124.07,7754.63,15913.81
45061.00,4191.99,7756.88,16275.37
45068.00,4205.44,7627.21,15983.98
45075.00,4282.38,7607.29,16051.24
45082.00,4298.87,7562.37,15949.83
45089.00,4409.60,7642.73,16357.64
45096.00,4348.32,7461.88,15829.93
45103.00,4450.37,7531.54,16147.89
45110.00,4398.96,7256.93,15603.39
45117.00,4505.41,7434.58,16105.06
45124.00,4536.35,7663.74,16177.21
45131.00,4582.24,7694.28,16469.74
45138.00,4478.02,7564.38,15951.85
45145.00,4464.06,7524.17,15832.16
45152.00,4369.72,7262.42,15574.27
45159.00,4405.72,7338.57,15631.81
45166.00,4515.78,7464.55,15840.35
45173.00,4457.50,7478.20,15740.29
45180.00,4450.33,7711.39,15893.52
45187.00,4320.05,7683.92,15557.30
45194.00,4288.04,7608.09,15386.57
45201.00,4308.49,7494.57,15229.76
45208.00,4327.79,7599.59,15186.67
45215.00,4224.15,7402.13,14798.48
45222.00,4117.36,7291.29,14687.40
45229.00,4358.35,7417.74,15189.24
45236.00,4415.23,7360.54,15234.40
45243.00,4514.03,7504.26,15919.15
45250.00,4559.33,7488.21,16029.50
45257.00,4594.64,7529.36,16397.53
45264.00,4604.36,7554.46,16759.23
45271.00,4719.18,7576.35,16751.43
45278.00,4754.64,7697.52,16706.17
45285.00,4769.82,7733.25,16751.65
45292.00,4697.23,7689.62,16594.22
45299.00,4783.84,7624.94,16704.57
45306.00,4839.82,7461.94,16555.14
45313.00,4890.96,7635.10,16961.38
45320.00,4958.62,7615.53,16918.20
45327.00,5026.62,7572.59,16926.49
45334.00,5005.56,7711.70,17117.43
45341.00,5088.79,7706.29,17419.34
45348.00,5137.07,7682.51,17735.08
45355.00,5123.68,7659.75,17814.52
45362.00,5117.10,7727.42,17936.64
45369.00,5234.17,7930.93,18205.95
45376.00,5254.34,7952.63,18492.50
45383.00,5204.35,7911.17,18175.05
45390.00,5123.40,7995.59,17930.33
45397.00,4967.24,7895.86,17737.37
45404.00,5099.95,8139.84,18161.02
45411.00,5127.80,8213.50,18001.61
45418.00,5222.69,8433.75,18772.86
45425.00,5303.26,8420.25,18704.43
45432.00,5304.71,8317.60,18693.38
45439.00,5277.50,8275.39,18497.95
45446.00,5346.98,8245.38,18557.28
45453.00,5431.61,8146.85,18002.03
45460.00,5464.61,8237.71,18163.53
45467.00,5460.49,8164.13,18235.46
45474.00,5567.20,8203.94,18475.46
45481.00,5615.34,8252.92,18748.19
45488.00,5504.99,8155.73,18171.94
45495.00,5459.09,8285.70,18417.56
45502.00,5346.55,8174.72,17661.23
45509.00,5344.15,8168.11,17722.89
45516.00,5554.26,8311.42,18322.41
45523.00,5634.60,8327.79,18633.11
45530.00,5648.39,8376.62,18906.93
45537.00,5408.43,8181.46,18301.91
45544.00,5626.02,8273.10,18699.41
45551.00,5702.55,8230.00,18720.02
45558.00,5738.17,8320.75,19473.64
45565.00,5751.07,8280.64,19120.94
45572.00,5815.03,8253.66,19377.10
45579.00,5864.67,8358.24,19657.38
45586.00,5808.12,8248.85,19463.60
45593.00,5728.80,8177.16,19254.98
45600.00,5995.54,8072.40,19215.49
45607.00,5870.62,8063.62,19210.82
45614.00,5969.34,8262.07,19322.60
45621.00,6032.38,8287.31,19626.46
45628.00,6090.27,8308.62,20384.62
45635.00,6051.09,8300.34,20405.93
45642.00,5930.85,8084.62,19884.76
45649.00,5970.84,8149.79,19984.32
45656.00,5942.47,8223.99,19906.09
45663.00,5827.04,8248.50,20214.80
45670.00,5996.66,8505.23,20903.40
45677.00,6101.24,8502.36,21394.94
45684.00,6040.53,8673.95,21732.06
45691.00,6025.99,8700.54,21787.01
45698.00,6114.63,8732.45,22513.43
45705.00,6013.13,8659.36,22287.57
45712.00,5954.50,8809.75,22551.43
45719.00,5770.20,8679.87,23008.95
45726.00,5638.94,8632.34,22986.83
45733.00,5667.56,8646.78,22891.69
45740.00,5580.94,8658.86,22461.53
45747.00,5074.08,8054.97,20641.73
45754.00,5363.36,7964.19,20374.11
45761.00,5282.70,8275.65,21205.87
45768.00,5525.21,8415.26,22242.46
45775.00,5686.67,8596.36,23086.65
45782.00,5659.91,8554.81,23499.33
45789.00,5958.38,8684.57,23767.44
45796.00,5802.82,8717.96,23629.59
45803.00,5911.69,8772.37,23997.49
45810.00,6000.36,8837.92,24304.47
45817.00,5976.97,8850.62,23516.24
45824.00,5967.84,8774.66,23350.56
45831.00,6173.07,8798.91,24040.55
45838.00,6279.35,8822.90,23787.46
45845.00,6259.75,8941.13,24255.32
45852.00,6296.79,8992.11,24289.52
45859.00,6388.64,9120.32,24217.51
45866.00,6238.01,9068.59,23425.98
45873.00,6389.45,9095.74,24162.87
45880.00,6449.80,9138.91,24359.31
45887.00,6466.91,9321.41,24363.10
45894.00,6460.26,9187.35,23902.22
45901.00,6481.50,9208.22,23596.99
45908.00,6584.29,9283.29,23698.16
45915.00,6664.36,9216.68,23639.42
45922.00,6643.70,9284.82,23739.48
45929.00,6715.79,9491.24,24378.81
45936.00,6552.51,9427.46,24241.47
