date,S&P500,FTSE100,DAX40
38691.00,1259.37,5517.40,5282.13
38698.00,1267.32,5531.60,5353.66
38705.00,1268.66,5595.40,5419.05
38712.00,1248.29,5618.80,5408.26
38719.00,1285.45,5731.80,5536.32
38726.00,1287.61,5711.00,5483.09
38733.00,1261.49,5672.40,5349.02
38740.00,1283.72,5786.80,5647.42
38747.00,1264.03,5759.30,5657.12
38754.00,1266.99,5764.10,5701.47
38761.00,1287.24,5846.20,5795.48
38768.00,1289.43,5860.50,5870.79
38775.00,1287.23,5858.70,5721.46
38782.00,1281.58,5907.90,5804.92
38789.00,1307.25,5999.40,5882.38
38796.00,1302.95,6036.30,5973.14
38803.00,1294.82,5964.60,5970.08
38810.00,1295.50,6026.10,5952.92
38817.00,1289.12,6029.40,5918.57
38824.00,1311.28,6132.70,6094.75
38831.00,1310.61,6023.10,6009.89
38838.00,1325.76,6091.70,6113.29
38845.00,1291.24,5912.10,5916.28
38852.00,1267.03,5657.40,5672.28
38859.00,1280.16,5791.00,5788.36
38866.00,1288.22,5764.60,5687.04
38873.00,1252.30,5655.20,5464.08
38880.00,1251.54,5597.40,5376.01
38887.00,1244.50,5692.10,5529.74
38894.00,1270.20,5833.40,5683.31
38901.00,1265.48,5888.90,5681.85
38908.00,1236.19,5707.60,5422.22
38915.00,1240.29,5719.70,5451.01
38922.00,1278.55,5974.90,5705.42
38929.00,1279.36,5889.40,5723.03
38936.00,1266.74,5820.10,5628.37
38943.00,1302.30,5903.40,5817.02
38950.00,1295.09,5878.60,5811.47
38957.00,1311.01,5949.10,5876.54
38964.00,1298.92,5879.30,5795.26
38971.00,1319.87,5877.00,5937.87
38978.00,1314.78,5822.30,5883.32
38985.00,1335.85,5960.80,6004.33
38992.00,1349.58,6001.20,6085.82
38999.00,1365.62,6157.30,6173.68
39006.00,1368.60,6155.20,6202.82
39013.00,1377.34,6160.90,6262.54
39020.00,1364.30,6148.10,6241.15
39027.00,1380.90,6208.40,6357.77
39034.00,1401.20,6192.00,6412.36
39041.00,1400.95,6122.10,6411.96
39048.00,1396.71,6021.50,6241.13
39055.00,1409.84,6152.40,6427.41
39062.00,1427.09,6260.00,6588.83
39069.00,1410.76,6190.00,6503.13
39076.00,1418.30,6220.80,6596.92
39083.00,1409.71,6220.10,6593.09
39090.00,1430.73,6239.00,6705.17
39097.00,1430.50,6237.20,6747.17
39104.00,1422.18,6228.00,6690.34
39111.00,1448.39,6310.90,6885.76
39118.00,1438.06,6382.80,6911.11
39125.00,1455.54,6419.50,6957.07
39132.00,1451.19,6401.50,6992.58
39139.00,1387.17,6116.20,6603.32
39146.00,1402.85,6245.20,6716.52
39153.00,1386.95,6130.60,6579.87
39160.00,1436.11,6339.40,6899.06
39167.00,1420.86,6308.00,6917.03
39174.00,1443.76,6397.30,7099.91
39181.00,1452.85,6462.40,7212.07
39188.00,1484.35,6486.80,7342.54
39195.00,1494.07,6418.70,7378.12
39202.00,1505.62,6603.70,7516.76
39209.00,1505.85,6565.70,7479.34
39216.00,1522.75,6640.90,7607.54
39223.00,1515.73,6570.50,7739.20
39230.00,1536.34,6676.70,7987.85
39237.00,1507.67,6505.10,7590.50
39244.00,1532.91,6732.40,8030.64
39251.00,1502.56,6567.40,7949.63
39258.00,1503.35,6607.90,8007.32
39265.00,1530.44,6690.10,8048.32
39272.00,1552.50,6716.70,8092.77
39279.00,1534.10,6585.20,7874.85
39286.00,1458.95,6215.20,7451.68
39293.00,1433.06,6224.30,7435.67
39300.00,1453.64,6038.30,7343.26
39307.00,1445.94,6064.20,7378.29
39314.00,1479.37,6220.10,7507.27
39321.00,1473.99,6303.30,7638.17
39328.00,1453.55,6191.20,7436.63
39335.00,1484.25,6289.30,7497.74
39342.00,1525.75,6456.70,7794.43
39349.00,1526.75,6466.80,7861.51
39356.00,1557.59,6595.80,8002.18
39363.00,1561.80,6730.70,8041.26
39370.00,1500.63,6527.90,7884.12
39377.00,1535.28,6661.30,7949.17
39384.00,1509.65,6530.60,7849.49
39391.00,1453.70,6304.90,7812.40
39398.00,1458.74,6291.20,7612.26
39405.00,1440.70,6262.10,7608.96
39412.00,1481.14,6432.50,7870.52
39419.00,1504.66,6554.90,7994.07
39426.00,1467.95,6397.00,7948.36
39433.00,1484.46,6434.10,8002.67
39440.00,1478.49,6476.90,8067.32
39447.00,1411.63,6348.50,7808.69
39454.00,1401.02,6202.00,7717.95
39461.00,1325.19,5901.70,7314.17
39468.00,1330.61,5869.00,6816.74
39475.00,1395.42,6029.20,6968.67
39482.00,1331.29,5784.00,6767.28
39489.00,1349.99,5787.60,6832.43
39496.00,1353.11,5888.50,6806.29
39503.00,1330.63,5884.30,6748.13
39510.00,1293.37,5699.90,6513.99
39517.00,1288.14,5631.70,6451.90
39524.00,1329.51,5495.20,6319.99
39531.00,1315.22,5692.90,6559.90
39538.00,1370.40,5947.10,6763.39
39545.00,1332.83,5895.50,6603.57
39552.00,1390.33,6056.50,6843.08
39559.00,1397.84,6091.40,6896.58
39566.00,1413.90,6215.50,7043.23
39573.00,1388.28,6204.70,7003.17
39580.00,1425.35,6304.30,7156.55
39587.00,1375.93,6087.30,6944.05
39594.00,1400.38,6053.50,7096.79
39601.00,1360.68,5906.80,6803.81
39608.00,1360.03,5802.80,6765.32
39615.00,1317.93,5620.80,6578.44
39622.00,1278.38,5529.90,6421.91
39629.00,1262.90,5412.80,6272.21
39636.00,1239.49,5261.60,6153.30
39643.00,1260.68,5376.40,6382.65
39650.00,1257.76,5352.60,6436.71
39657.00,1260.31,5354.70,6396.46
39664.00,1296.31,5489.20,6561.65
39671.00,1298.20,5454.80,6446.02
39678.00,1292.20,5505.60,6342.42
39685.00,1282.83,5636.60,6422.30
39692.00,1242.31,5240.70,6127.44
39699.00,1251.70,5416.70,6234.89
39706.00,1255.08,5311.30,6189.53
39713.00,1213.01,5088.47,6063.50
39720.00,1099.23,4980.25,5797.03
39727.00,899.22,3932.06,4544.31
39734.00,940.55,4063.01,4781.33
39741.00,876.77,3883.36,4295.67
39748.00,968.75,4377.34,4987.97
39755.00,930.99,4364.96,4938.46
39762.00,873.29,4232.97,4710.24
39769.00,800.03,3780.96,4127.41
39776.00,896.24,4288.01,4669.44
39783.00,876.07,4049.37,4381.47
39790.00,879.73,4280.35,4663.37
39797.00,887.88,4286.93,4696.70
39804.00,872.80,4216.59,4629.38
39811.00,931.80,4561.79,4973.07
39818.00,890.35,4448.54,4783.89
39825.00,850.12,4147.06,4366.28
39832.00,831.95,4052.47,4178.94
39839.00,825.88,4149.64,4338.35
39846.00,868.60,4291.87,4644.63
39853.00,826.84,4189.59,4413.39
39860.00,770.05,3889.06,4014.66
39867.00,735.09,3830.09,3843.74
39874.00,683.38,3530.73,3666.41
39881.00,756.55,3753.68,3953.60
39888.00,768.54,3842.85,4068.74
39895.00,815.94,3898.85,4203.55
39902.00,842.50,4029.67,4384.99
39909.00,856.56,3983.71,4491.12
39916.00,869.60,4092.80,4676.84
39923.00,866.23,4155.99,4674.32
39930.00,877.52,4243.22,4769.45
39937.00,929.23,4462.09,4913.90
39944.00,882.88,4348.11,4737.50
39951.00,887.00,4365.29,4918.75
39958.00,919.14,4417.94,4940.82
39965.00,940.09,4438.56,5077.03
39972.00,946.21,4441.95,5069.24
39979.00,921.23,4345.93,4839.46
39986.00,918.90,4241.01,4776.47
39993.00,896.42,4236.28,4708.21
40000.00,879.13,4127.17,4576.31
40007.00,940.38,4388.75,4978.40
40014.00,979.26,4576.61,5229.36
40021.00,987.48,4608.36,5332.14
40028.00,1010.48,4731.56,5458.96
40035.00,1004.09,4713.97,5309.11
40042.00,1026.13,4850.89,5462.74
40049.00,1028.93,4908.90,5517.35
40056.00,1016.40,4851.70,5384.43
40063.00,1042.73,5011.47,5624.02
40070.00,1068.30,5172.89,5703.83
40077.00,1044.38,5082.20,5581.41
40084.00,1025.21,4988.70,5467.90
40091.00,1071.49,5161.87,5711.88
40098.00,1087.68,5190.24,5743.39
40105.00,1079.60,5242.57,5740.25
40112.00,1036.19,5044.55,5414.96
40119.00,1069.30,5142.72,5488.25
40126.00,1093.48,5296.38,5686.83
40133.00,1091.38,5251.41,5663.15
40140.00,1091.49,5245.73,5685.61
40147.00,1105.98,5322.36,5817.65
40154.00,1106.41,5261.57,5756.29
40161.00,1102.47,5196.81,5831.21
40168.00,1126.48,5402.41,5957.44
40175.00,1115.10,5412.88,5957.43
40182.00,1144.98,5534.24,6037.61
40189.00,1136.03,5455.37,5875.97
40196.00,1091.76,5302.99,5695.32
40203.00,1073.87,5188.52,5608.79
40210.00,1066.19,5060.92,5434.34
40217.00,1075.51,5142.45,5500.39
40224.00,1109.17,5358.17,5722.05
40231.00,1104.49,5354.52,5598.46
40238.00,1138.69,5599.76,5877.36
40245.00,1149.99,5625.65,5945.11
40252.00,1159.90,5650.12,5982.43
40259.00,1166.59,5703.02,6120.05
40266.00,1178.10,5744.89,6235.56
40273.00,1194.37,5770.98,6249.70
40280.00,1192.13,5743.96,6180.90
40287.00,1217.28,5723.65,6259.53
40294.00,1186.68,5553.29,6135.70
40301.00,1110.88,5123.02,5715.09
40308.00,1135.68,5262.85,6056.71
40315.00,1087.69,5062.93,5829.25
40322.00,1089.41,5188.43,5946.18
40329.00,1064.88,5126.00,5938.88
40336.00,1091.60,5163.68,6047.83
40343.00,1117.51,5250.84,6216.98
40350.00,1076.76,5046.47,6070.60
40357.00,1022.58,4838.09,5834.15
40364.00,1077.96,5132.94,6065.24
40371.00,1064.88,5158.85,6040.27
40378.00,1102.66,5312.62,6166.34
40385.00,1101.60,5258.02,6147.97
40392.00,1121.64,5332.39,6259.63
40399.00,1079.25,5275.44,6110.41
40406.00,1071.69,5195.28,6005.16
40413.00,1064.59,5201.56,5951.17
40420.00,1104.51,5428.15,6134.62
40427.00,1109.55,5501.64,6214.77
40434.00,1125.59,5508.45,6209.76
40441.00,1148.67,5598.48,6298.30
40448.00,1146.24,5592.90,6211.34
40455.00,1165.15,5657.61,6291.67
40462.00,1176.19,5703.37,6492.30
40469.00,1183.08,5741.37,6605.84
40476.00,1183.26,5675.16,6601.37
40483.00,1225.85,5875.35,6754.20
40490.00,1199.21,5796.87,6734.61
40497.00,1199.73,5732.83,6843.55
40504.00,1189.40,5668.70,6848.98
40511.00,1224.71,5745.32,6947.72
40518.00,1240.40,5812.95,7006.17
40525.00,1243.91,5871.75,6982.45
40532.00,1256.77,6008.92,7057.69
40539.00,1257.64,5899.94,6914.19
40546.00,1271.50,5984.33,6947.84
40553.00,1293.24,6002.07,7075.70
40560.00,1283.35,5896.25,7062.42
40567.00,1276.34,5881.37,7102.80
40574.00,1310.87,5997.38,7216.21
40581.00,1329.15,6062.90,7371.20
40588.00,1343.01,6082.99,7426.81
40595.00,1319.88,6001.20,7185.17
40602.00,1321.15,5990.39,7178.90
40609.00,1304.28,5828.67,6981.49
40616.00,1279.20,5718.13,6664.40
40623.00,1313.80,5900.76,6946.36
40630.00,1332.41,6009.92,7179.81
40637.00,1328.17,6055.75,7217.02
40644.00,1319.68,5996.01,7178.29
40651.00,1337.38,6018.30,7295.49
40658.00,1363.61,6069.90,7514.46
40665.00,1340.20,5976.77,7492.25
40672.00,1337.77,5925.87,7403.31
40679.00,1333.27,5948.49,7266.82
40686.00,1331.10,5938.87,7163.47
40693.00,1300.16,5855.01,7109.03
40700.00,1270.98,5765.80,7069.90
40707.00,1271.50,5714.94,7164.05
40714.00,1268.45,5697.72,7121.38
40721.00,1339.67,5989.76,7419.44
40728.00,1343.80,5990.58,7402.73
40735.00,1316.14,5843.66,7220.12
40742.00,1345.02,5935.02,7326.39
40749.00,1292.28,5815.19,7158.77
40756.00,1199.38,5246.99,6236.16
40763.00,1178.81,5320.03,5997.74
40770.00,1123.53,5040.76,5480.00
40777.00,1176.80,5129.92,5537.48
40784.00,1173.97,5292.03,5538.33
40791.00,1154.23,5214.65,5189.93
40798.00,1216.01,5368.41,5573.51
40805.00,1136.43,5066.81,5196.56
40812.00,1131.42,5128.48,5502.02
40819.00,1155.46,5303.40,5675.70
40826.00,1224.58,5466.36,5967.20
40833.00,1238.25,5488.65,5970.96
40840.00,1285.09,5702.24,6346.19
40847.00,1253.23,5527.16,5966.16
40854.00,1263.85,5545.38,6057.03
40861.00,1215.65,5362.94,5800.24
40868.00,1158.67,5164.65,5492.87
40875.00,1244.28,5552.29,6080.68
40882.00,1255.19,5529.21,5986.71
40889.00,1219.66,5387.34,5701.78
40896.00,1265.33,5512.70,5878.93
40903.00,1257.60,5572.28,5898.35
40910.00,1277.81,5649.68,6057.92
40917.00,1289.09,5636.64,6143.08
40924.00,1315.38,5728.55,6404.39
40931.00,1316.33,5733.45,6511.98
40938.00,1344.90,5901.07,6766.67
40945.00,1342.64,5852.39,6692.96
40952.00,1361.23,5905.07,6848.03
40959.00,1365.74,5935.13,6864.43
40966.00,1369.63,5911.13,6921.37
40973.00,1370.87,5887.49,6880.21
40980.00,1404.17,5965.58,7157.82
40987.00,1397.11,5854.89,6995.62
40994.00,1408.47,5768.45,6946.83
41001.00,1398.08,5723.67,6775.26
41008.00,1370.26,5651.79,6583.90
41015.00,1378.53,5772.15,6750.12
41022.00,1403.36,5777.11,6801.32
41029.00,1369.10,5655.06,6561.47
41036.00,1353.39,5575.52,6579.93
41043.00,1295.22,5267.62,6271.22
41050.00,1317.82,5351.53,6339.94
41057.00,1278.04,5260.19,6050.29
41064.00,1325.66,5435.08,6130.82
41071.00,1342.84,5478.81,6229.41
41078.00,1335.02,5513.69,6263.25
41085.00,1362.16,5571.15,6416.28
41092.00,1354.68,5662.63,6410.11
41099.00,1356.78,5666.13,6557.10
41106.00,1362.66,5651.77,6630.02
41113.00,1385.97,5627.21,6689.40
41120.00,1390.99,5787.28,6865.66
41127.00,1405.87,5847.11,6944.56
41134.00,1418.16,5852.42,7040.88
41141.00,1411.13,5776.60,6971.07
41148.00,1406.58,5711.48,6970.79
41155.00,1437.92,5794.80,7214.50
41162.00,1465.77,5915.55,7412.13
41169.00,1460.15,5852.62,7451.62
41176.00,1440.67,5742.07,7216.15
41183.00,1460.93,5871.02,7397.87
41190.00,1428.59,5793.32,7232.49
41197.00,1433.19,5896.15,7380.64
41204.00,1411.94,5806.71,7231.85
41211.00,1414.20,5868.55,7363.85
41218.00,1379.85,5769.68,7163.50
41225.00,1359.88,5605.59,6950.53
41232.00,1409.15,5819.14,7309.13
41239.00,1416.18,5866.82,7405.50
41246.00,1418.07,5914.40,7517.80
41253.00,1413.58,5921.76,7596.47
41260.00,1430.15,5939.99,7636.23
41267.00,1402.43,5925.37,7612.39
41274.00,1466.47,6089.84,7776.37
41281.00,1472.05,6121.58,7715.53
41288.00,1485.98,6154.41,7702.23
41295.00,1502.96,6284.45,7857.97
41302.00,1513.17,6347.24,7833.39
41309.00,1517.93,6263.93,7652.14
41316.00,1519.79,6328.26,7593.51
41323.00,1515.60,6335.70,7661.91
41330.00,1518.20,6378.60,7708.16
41337.00,1551.18,6483.58,7986.47
41344.00,1560.70,6489.65,8042.85
41351.00,1556.89,6392.76,7911.35
41358.00,1569.19,6411.74,7795.31
41365.00,1553.28,6249.78,7658.75
41372.00,1588.85,6384.39,7744.77
41379.00,1555.25,6286.59,7459.96
41386.00,1582.24,6426.42,7814.76
41393.00,1614.42,6521.46,8122.29
41400.00,1633.70,6624.98,8278.59
41407.00,1667.47,6723.06,8398.00
41414.00,1649.60,6654.34,8305.32
41421.00,1630.74,6583.09,8348.84
41428.00,1643.38,6411.99,8254.68
41435.00,1626.73,6308.26,8127.96
41442.00,1592.43,6116.17,7789.24
41449.00,1606.28,6215.47,7959.22
41456.00,1631.89,6375.52,7806.00
41463.00,1680.19,6544.94,8212.77
41470.00,1692.09,6630.67,8331.57
41477.00,1691.65,6554.79,8244.91
41484.00,1709.67,6647.87,8406.94
41491.00,1691.42,6583.39,8338.31
41498.00,1655.83,6499.99,8391.94
41505.00,1663.50,6492.10,8416.99
41512.00,1632.97,6412.93,8103.15
41519.00,1655.17,6547.33,8275.67
41526.00,1687.99,6583.80,8509.42
41533.00,1709.91,6596.43,8675.73
41540.00,1691.75,6512.66,8661.51
41547.00,1690.50,6453.88,8622.97
41554.00,1703.20,6487.19,8724.83
41561.00,1744.50,6622.58,8865.10
41568.00,1759.77,6721.34,8985.74
41575.00,1761.64,6734.74,9007.83
41582.00,1770.61,6708.42,9078.28
41589.00,1798.18,6693.44,9168.69
41596.00,1804.76,6674.30,9219.04
41603.00,1805.81,6650.57,9405.30
41610.00,1805.09,6551.99,9172.41
41617.00,1775.32,6439.96,9006.46
41624.00,1818.32,6606.58,9400.18
41631.00,1841.40,6750.87,9589.39
41638.00,1831.37,6730.67,9435.15
41645.00,1842.37,6739.94,9473.24
41652.00,1838.70,6829.30,9742.96
41659.00,1790.29,6663.74,9392.02
41666.00,1782.59,6510.44,9306.48
41673.00,1797.02,6571.68,9301.92
41680.00,1838.63,6663.62,9662.40
41687.00,1836.25,6838.06,9656.95
41694.00,1859.45,6809.70,9692.08
41701.00,1878.04,6712.67,9350.75
41708.00,1841.13,6527.89,9056.41
41715.00,1866.52,6557.17,9342.94
41722.00,1857.62,6615.58,9587.19
41729.00,1865.09,6695.55,9695.77
41736.00,1815.69,6561.70,9315.29
41743.00,1864.85,6625.25,9409.71
41750.00,1863.40,6685.69,9401.55
41757.00,1881.14,6822.42,9556.02
41764.00,1878.48,6814.57,9581.45
41771.00,1877.86,6855.81,9629.10
41778.00,1900.53,6815.75,9768.01
41785.00,1923.57,6844.51,9943.27
41792.00,1949.44,6858.21,9987.19
41799.00,1936.16,6777.85,9912.87
41806.00,1962.87,6825.20,9987.24
41813.00,1960.96,6757.77,9815.17
41820.00,1985.44,6866.05,10009.08
41827.00,1967.57,6690.17,9666.34
41834.00,1978.22,6749.45,9720.02
41841.00,1978.34,6791.55,9644.01
41848.00,1925.15,6679.18,9210.08
41855.00,1931.59,6567.36,9009.32
41862.00,1955.06,6689.08,9092.60
41869.00,1988.40,6775.25,9339.17
41876.00,2003.37,6819.75,9470.17
41883.00,2007.71,6855.10,9747.02
41890.00,1985.54,6806.96,9651.13
41897.00,2010.40,6837.92,9799.26
41904.00,1982.85,6649.39,9490.55
41911.00,1967.90,6527.91,9195.68
41918.00,1906.13,6339.97,8788.81
41925.00,1886.76,6310.29,8850.27
41932.00,1964.58,6388.73,8987.80
41939.00,2018.05,6546.47,9326.87
41946.00,2031.92,6567.24,9291.83
41953.00,2039.82,6654.37,9252.94
41960.00,2063.50,6750.76,9732.55
41967.00,2067.56,6722.62,9980.85
41974.00,2075.37,6742.84,10087.12
41981.00,2002.33,6300.63,9594.73
41988.00,2070.65,6545.27,9786.96
41995.00,2088.77,6609.93,9922.11
42002.00,2058.20,6547.80,9764.73
42009.00,2044.81,6501.14,9648.50
42016.00,2019.42,6550.27,10167.77
42023.00,2051.82,6832.83,10649.58
42030.00,1994.99,6749.40,10694.32
42037.00,2055.47,6853.44,10846.39
42044.00,2096.99,6873.52,10963.40
42051.00,2110.30,6915.20,11050.64
42058.00,2104.50,6946.66,11401.66
42065.00,2071.26,6911.80,11550.97
42072.00,2053.40,6740.58,11901.61
42079.00,2108.10,7022.51,12039.37
42086.00,2061.02,6855.02,11868.33
42093.00,2066.96,6833.46,11967.39
42100.00,2102.06,7089.77,12374.73
42107.00,2081.18,6994.63,11688.70
42114.00,2117.69,7070.70,11810.85
42121.00,2108.29,6985.95,11454.38
42128.00,2116.10,7046.82,11709.73
42135.00,2122.73,6960.49,11447.03
42142.00,2126.06,7031.72,11815.01
42149.00,2107.39,6984.43,11413.82
42156.00,2092.83,6804.60,11197.15
42163.00,2094.11,6784.92,11196.49
42170.00,2109.99,6710.45,11040.10
42177.00,2101.49,6753.70,11492.43
42184.00,2076.78,6585.78,11058.39
42191.00,2076.62,6673.38,11315.63
42198.00,2126.64,6775.08,11673.42
42205.00,2079.65,6579.81,11347.45
42212.00,2103.84,6696.28,11308.99
42219.00,2077.57,6718.49,11490.83
42226.00,2091.54,6550.74,10985.14
42233.00,1970.89,6187.65,10124.52
42240.00,1988.87,6247.94,10298.53
42247.00,1921.22,6042.92,10038.04
42254.00,1961.05,6117.76,10123.56
42261.00,1958.03,6104.11,9916.16
42268.00,1931.34,6109.01,9688.53
42275.00,1951.36,6129.98,9553.07
42282.00,2014.89,6416.16,10096.60
42289.00,2033.11,6378.04,10104.43
42296.00,2075.15,6444.08,10794.54
42303.00,2079.36,6361.09,10850.14
42310.00,2099.20,6353.83,10988.03
42317.00,2023.04,6118.28,10708.40
42324.00,2089.17,6334.63,11119.83
42331.00,2090.11,6375.15,11293.76
42338.00,2091.69,6238.29,10752.10
42345.00,2012.37,5952.78,10340.06
42352.00,2005.55,6052.42,10608.19
42359.00,2060.99,6254.64,10727.64
42366.00,2043.94,6242.32,10743.01
42373.00,1922.03,5912.44,9849.34
42380.00,1880.33,5804.10,9545.27
42387.00,1906.90,5900.01,9764.88
42394.00,1940.24,6083.79,9798.11
42401.00,1880.05,5848.06,9286.23
42408.00,1864.78,5707.60,8967.51
42415.00,1917.78,5950.23,9388.05
42422.00,1948.05,6096.01,9513.30
42429.00,1999.99,6199.43,9824.17
42436.00,2022.19,6139.79,9831.13
42443.00,2049.58,6189.64,9950.80
42450.00,2035.94,6106.48,9851.35
42457.00,2072.78,6146.05,9794.64
42464.00,2047.60,6204.41,9622.26
42471.00,2080.73,6343.75,10051.57
42478.00,2091.58,6310.44,10373.49
42485.00,2065.30,6241.89,10038.97
42492.00,2057.14,6125.70,9869.95
42499.00,2046.61,6138.50,9952.90
42506.00,2052.32,6156.32,9916.02
42513.00,2099.06,6270.79,10286.31
42520.00,2099.13,6209.63,10103.26
42527.00,2096.07,6115.76,9834.62
42534.00,2071.22,6021.09,9631.36
42541.00,2037.41,6138.69,9557.16
42548.00,2102.95,6577.83,9776.12
42555.00,2129.90,6590.64,9629.66
42562.00,2161.74,6669.24,10066.90
42569.00,2175.03,6730.48,10147.46
42576.00,2173.60,6724.43,10337.50
42583.00,2182.87,6793.47,10367.21
42590.00,2184.05,6916.02,10713.43
42597.00,2183.87,6858.95,10544.36
42604.00,2169.04,6838.05,10587.77
42611.00,2179.98,6894.60,10683.82
42618.00,2127.81,6776.95,10573.44
42625.00,2139.16,6710.28,10276.17
42632.00,2164.69,6909.43,10626.97
42639.00,2168.27,6899.33,10511.02
42646.00,2153.74,7044.39,10490.86
42653.00,2132.98,7013.55,10580.38
42660.00,2141.16,7020.47,10710.73
42667.00,2126.41,6996.26,10696.19
42674.00,2085.18,6693.26,10259.13
42681.00,2164.45,6730.43,10667.95
42688.00,2181.90,6775.77,10664.56
42695.00,2213.35,6840.75,10699.27
42702.00,2191.95,6730.72,10513.35
42709.00,2259.53,6954.21,11203.63
42716.00,2258.07,7011.64,11404.01
42723.00,2263.79,7068.17,11449.93
42730.00,2238.83,7142.83,11481.06
42737.00,2276.98,7210.05,11599.01
42744.00,2274.64,7337.81,11629.18
42751.00,2271.31,7198.44,11630.13
42758.00,2294.69,7184.49,11814.27
42765.00,2297.42,7188.30,11651.49
42772.00,2316.10,7258.75,11666.97
42779.00,2351.16,7299.96,11757.02
42786.00,2367.34,7243.70,11804.03
42793.00,2383.12,7374.26,12027.36
42800.00,2372.60,7343.08,11963.18
42807.00,2378.25,7424.96,12095.24
42814.00,2343.98,7336.82,12064.27
42821.00,2362.72,7322.92,12312.87
42828.00,2355.54,7349.37,12225.06
42835.00,2328.95,7327.59,12109.00
42842.00,2348.69,7114.55,12048.57
42849.00,2384.20,7203.94,12438.01
42856.00,2399.29,7297.43,12716.89
42863.00,2390.90,7435.39,12770.41
42870.00,2381.73,7470.71,12638.69
42877.00,2415.82,7547.63,12602.18
42884.00,2439.07,7547.63,12822.94
42891.00,2431.77,7527.33,12815.72
42898.00,2433.15,7463.54,12752.73
42905.00,2438.30,7424.13,12733.41
42912.00,2423.41,7312.72,12325.12
42919.00,2425.18,7350.92,12388.68
42926.00,2459.27,7378.39,12631.72
42933.00,2472.54,7452.91,12240.06
42940.00,2472.10,7368.37,12162.70
42947.00,2476.83,7511.71,12297.72
42954.00,2441.32,7309.96,12014.06
42961.00,2425.55,7323.98,12165.19
42968.00,2443.05,7401.46,12167.94
42975.00,2476.55,7438.50,12142.64
42982.00,2461.43,7377.60,12303.98
42989.00,2500.23,7215.47,12518.81
42996.00,2502.22,7310.64,12592.35
43003.00,2519.36,7372.76,12828.86
43010.00,2549.33,7522.87,12955.94
43017.00,2553.17,7535.44,12991.87
43024.00,2575.21,7523.23,12991.28
43031.00,2581.07,7505.03,13217.54
43038.00,2587.84,7560.35,13478.86
43045.00,2582.30,7432.99,13127.47
43052.00,2578.85,7380.68,12993.73
43059.00,2602.42,7409.64,13059.84
43066.00,2642.22,7300.49,12861.49
43073.00,2651.50,7393.96,13153.70
43080.00,2675.81,7490.57,13103.56
43087.00,2683.34,7592.66,13072.79
43094.00,2673.61,7687.77,12917.64
43101.00,2743.15,7724.22,13319.64
43108.00,2786.24,7778.64,13245.03
43115.00,2810.30,7730.79,13434.45
43122.00,2872.87,7665.54,13340.17
43129.00,2762.13,7443.43,12785.16
43136.00,2619.55,7092.43,12107.48
43143.00,2732.22,7294.70,12451.96
43150.00,2747.30,7244.41,12483.79
43157.00,2691.25,7069.90,11913.71
43164.00,2786.57,7224.51,12346.68
43171.00,2752.01,7164.14,12389.58
43178.00,2588.26,6921.94,11886.31
43185.00,2640.87,7056.61,12096.73
43192.00,2604.47,7183.64,12241.27
43199.00,2656.30,7264.56,12442.40
43206.00,2670.14,7368.17,12540.50
43213.00,2669.91,7502.21,12580.87
43220.00,2663.42,7567.14,12819.60
43227.00,2727.72,7724.55,13001.24
43234.00,2712.97,7778.79,13077.72
43241.00,2721.33,7730.28,12938.01
43248.00,2734.62,7701.77,12724.27
43255.00,2779.03,7681.07,12766.55
43262.00,2779.66,7633.91,13010.55
43269.00,2754.88,7682.27,12579.72
43276.00,2718.37,7636.93,12306.00
43283.00,2759.82,7617.70,12496.17
43290.00,2801.31,7661.87,12540.73
43297.00,2801.83,7678.79,12561.42
43304.00,2818.82,7701.31,12860.40
43311.00,2840.35,7659.10,12615.76
43318.00,2833.28,7667.01,12424.35
43325.00,2850.13,7558.59,12210.55
43332.00,2874.69,7577.49,12394.52
43339.00,2901.52,7432.42,12364.06
43346.00,2871.68,7277.70,11959.63
43353.00,2904.98,7304.04,12124.33
43360.00,2929.67,7490.23,12430.88
43367.00,2913.98,7510.20,12246.73
43374.00,2885.57,7318.54,12111.90
43381.00,2767.13,6995.91,11523.81
43388.00,2767.78,7049.80,11553.83
43395.00,2658.69,6939.56,11200.62
43402.00,2723.06,7094.12,11518.99
43409.00,2781.01,7105.34,11529.16
43416.00,2736.27,7013.88,11341.00
43423.00,2632.56,6952.86,11192.69
43430.00,2760.17,6980.24,11257.24
43437.00,2633.08,6778.11,10788.09
43444.00,2599.95,6845.17,10865.77
43451.00,2416.62,6721.17,10633.82
43458.00,2485.74,6733.97,10558.96
43465.00,2531.94,6837.42,10767.69
43472.00,2596.26,6918.18,10887.46
43479.00,2670.71,6968.33,11205.54
43486.00,2664.76,6809.22,11281.79
43493.00,2706.53,7020.22,11180.66
43500.00,2707.88,7071.18,10906.78
43507.00,2775.60,7236.68,11299.80
43514.00,2792.67,7178.60,11457.70
43521.00,2803.69,7106.73,11601.68
43528.00,2743.07,7104.31,11457.84
43535.00,2822.48,7228.28,11685.69
43542.00,2800.71,7207.59,11364.17
43549.00,2834.40,7279.19,11526.04
43556.00,2892.74,7446.87,12009.75
43563.00,2907.41,7437.06,11999.93
43570.00,2905.03,7459.88,12222.39
43577.00,2939.88,7428.19,12315.18
43584.00,2945.64,7380.64,12412.75
43591.00,2881.40,7203.29,12059.83
