deal_id,fund_id
c8cb810e-426a-4144-87ce-b8a2e3a5f79f,181c2a30-a3c9-4f00-8a48-d8dcc856c640
5646694b-ccee-4502-8d82-ebd55124bfb2,7fc93dec-eeac-4c67-99fd-f347f28165a1
49a99a63-aefc-45f7-ba51-babb8914fc85,228af8a6-4d7f-4f96-83d6-2ba2f1f266fa
cc715fdf-96cb-4700-b111-c3256c92559d,ca4e3d15-1895-42d3-a149-8e9058edc3c9
55f13354-546d-40f5-b046-8a07b50b2bd4,f7fda270-6ce3-4b54-a0d4-b305424bd598
6f78bd64-ec2f-430c-b95b-59c8409ae63b,7fc93dec-eeac-4c67-99fd-f347f28165a1
d962b43d-0c5f-4a68-9d17-879ecb6a5e1c,ee474f89-595f-4092-a9b5-a477e3723581
9c1fad4b-c135-4079-abed-f37143b169bb,ee474f89-595f-4092-a9b5-a477e3723581
49c04712-5869-4180-8782-39d5e63a7863,7fc93dec-eeac-4c67-99fd-f347f28165a1
1a4659c3-0d75-492d-ac7d-273c142d0d0f,6ab0ca68-b26b-4838-9e85-6e4d2295a8a6
621897aa-17b1-4bb4-896b-1643ec54a1c4,7fc93dec-eeac-4c67-99fd-f347f28165a1
58e06719-ae79-4c03-9009-881aac1f5453,ee474f89-595f-4092-a9b5-a477e3723581
42f839d8-e025-41aa-a8f0-dab251d87a24,23f49613-6992-48cb-93a2-89d9418cfe7b
af861f34-6ad1-483d-bfc0-2de589353a87,61ec0f49-8835-473e-8e8f-0bb6d323dd63
b09c21c7-3e91-414d-bb21-0300b715ca83,23f49613-6992-48cb-93a2-89d9418cfe7b
2a375fec-45a5-45b1-8460-a5dddba32a1a,48b60287-d48d-4b8a-ae4c-7ebcedc99707
1957d3b7-c825-4907-8922-a24f1472bf77,e22f3681-e57d-431b-b444-35cf1b7c4178
2982646c-e8e5-4099-a453-b94df1d9c7d8,9422a21d-7ea6-42d9-a418-284580fccee0
2f160dd1-fd12-4207-b2c5-30fc1d1f0300,03deb49a-e172-4ba4-9954-3dec5f1a44b9
040365f7-7efc-492e-ac74-847cfcb5e94a,dd5c5e1f-2314-4813-860f-4746330030c4
bc10e9f7-2d25-47db-9672-573d07de44ac,5976af2e-54fa-45ae-8e1c-78cd82303801
279a13e6-065b-41e8-a9d1-1efc46639df8,526bd0d4-c62d-42bf-b971-27d9fd8a08f3
3278bd07-01e5-4a35-b03e-09631d2ba255,411ecce6-5f15-4e4f-8a75-f0a26097902e
0b41c6d6-b1c9-46ba-8aed-86024c11c2ed,8f9e6ec2-c324-4493-9f57-09027d24a46a
09b9df19-88fb-485d-84ce-09e120452756,2f22bfbc-279a-4192-ac97-a7e8635179a9
96d2a973-0daa-450a-bdc0-f1a9b0d0d013,6486d4df-cfbc-4131-8e09-9c86ceed542d
3f8a8607-063f-496f-8b8c-cd68966bc819,c9a15782-66c4-4077-9c4f-45d97dfe404a
164b4c0e-ce71-40f1-8736-14881699bff2,2fe78944-a314-4a0f-a4ed-63d1e42b5568
f02e9287-973f-481d-b070-db04572b4d89,c801ba91-73f8-4d37-82dd-adbfe17c4089
a7186aea-4fc4-4c78-9488-f36f986fd658,e22f3681-e57d-431b-b444-35cf1b7c4178
7a82dd4e-7f41-47c7-bf71-4cb1ff53c973,d5b9306c-db54-4ee4-96d3-e4699e1ed6c8
19cabb3e-1580-47d0-bceb-442164412241,bf33874f-9df5-4188-9f3a-de3d4c9b2bba
f3df98b1-3b16-4c8a-a0ca-238bc49b5793,478d34cd-c97e-4bc6-b3b5-bbe29b3bf582
068cb072-6571-48c3-bc4a-ac55ad79b6db,c128da9c-c166-4cd9-99ef-7afb50601342
01c33bf5-9343-441b-8253-fdbea97c8bef,8b256242-230a-419f-ad6e-9389887aa12d
92775287-7d63-456a-abba-b878fc04d142,d81e8e6f-3b4a-4aca-9da0-98fa0b5d71cf
37fb4418-2ead-4052-b3cf-86d387e522cb,61ec0f49-8835-473e-8e8f-0bb6d323dd63
85d4bb48-912e-400e-a64e-99bd9d8d9a83,23f49613-6992-48cb-93a2-89d9418cfe7b
5afb5fbb-a222-4d0a-8732-a95d0319b61a,c9c087f5-b47d-4e3e-949a-0ae9e6ee8d49
2ed875fa-7837-4c85-b656-5f9dbb1fb194,181c2a30-a3c9-4f00-8a48-d8dcc856c640
ba98aea7-ff08-49ec-b39e-cac861b86807,23f49613-6992-48cb-93a2-89d9418cfe7b
0eeb4181-6456-4a2d-a0fe-9d009859b313,0017bd2c-54bb-4de0-acd1-c9bb455b76ca
a425a708-0c53-46eb-bf73-e01bd2a168b5,aa91e407-1168-4a6d-9806-938ecb121b31
2d84b9f0-5a34-427f-9246-3fe85a7ecf1d,b6c5f827-7576-4a77-8aca-8360ae83d0c7
413a09bd-ba20-45c1-8bec-8b89582d19c4,c2b9cdf0-0021-4d09-9a8c-d22beb2f338c
bfb71106-962e-4fe3-b83a-6627a30f396b,df73bc0f-be25-453f-988e-b7de909fa96a
87c40e4a-9ac9-4d02-b911-c46a1589b3c1,434d9515-dbde-48d0-bbfc-dc73ae5fa329
92e74119-7f04-45fc-b28c-43cf1cf6e54d,e2abd7a4-cdc9-4ca4-85f9-b6c5bb7875a6
77315c90-48cc-4efe-91f9-db8a353f2201,228af8a6-4d7f-4f96-83d6-2ba2f1f266fa
5392399a-a11f-4d3b-9b6d-51197e3f5dd9,48b60287-d48d-4b8a-ae4c-7ebcedc99707
7f3649b5-4fe7-47bf-9da2-ca101b7d1572,3e48ced7-5020-4594-815e-ee7ea7020e71
895ff7b2-4241-429b-9ea9-7d4cb97cde23,af9d77e7-0409-44fe-a3d3-88d062d8b7f3
daf2b85f-03a2-4150-ac47-7aabb3c3b046,d5b9306c-db54-4ee4-96d3-e4699e1ed6c8
0c22ee15-82d0-4253-9827-50b3c745339f,e22f3681-e57d-431b-b444-35cf1b7c4178
26241ae5-7b38-4e56-a867-81b0b4a78c56,6ab0ca68-b26b-4838-9e85-6e4d2295a8a6
d7ea3c61-4c90-40e3-ae4e-a5e27af0c880,df1b2e83-7086-43ca-a60c-9c26e215f70d
4d0ffd41-54f0-4cd1-a72d-c86e7bcb961c,4d05b7ce-1369-497c-bc6e-f82e241f6ae2
c3703549-be7b-4d93-8e2c-3b357f9581db,aa8e26bc-3c40-4c9b-8e2d-183275ea9c9e
db4ec31b-718f-4da2-8bfb-6cd529ceca91,f4da995f-5f61-4cea-ac09-c35418b280a6
e3343d27-4818-4e91-a513-6a187ec8deb5,23f49613-6992-48cb-93a2-89d9418cfe7b
4a7a679a-e17d-40a7-97a3-35d03b41f75f,b1731a2b-5cfb-4e91-91ff-b52b0f6c9185
9a834b01-0617-4985-849d-f075e3585e7f,4603563a-5f0d-468a-9895-7a0b56c74a59
7a7ab8b4-a71d-4186-869e-b6a280476c9b,478d34cd-c97e-4bc6-b3b5-bbe29b3bf582
835e6da7-e0f9-4efb-b70d-8fe280edcad8,26ad7434-7c6c-4617-90f1-5eafb11461a1
d8dcc1f2-158c-4e37-955b-1238b89b6628,e735a90e-e31c-48b0-8d35-9d909c495fd3
7bc997b0-ec7c-4a40-b00b-a212720df6d0,3e48ced7-5020-4594-815e-ee7ea7020e71
4414c092-e20b-489c-8b0b-4d6d844a673e,5d681926-2666-40b3-b674-7eefff3db378
4ae2a09f-fee0-4068-adff-01921589d567,0017bd2c-54bb-4de0-acd1-c9bb455b76ca
01fafe44-fb5d-4426-9336-5ca927405b27,90af40a6-9421-41a7-bff2-e9cc0b1295f6
871e8f7b-2117-408d-a499-b34195aa57f0,fa0efd76-2038-4d6a-9320-96161947d4c1
2365b23c-8d3d-4b91-900a-90dc461bdc08,046ccd62-a9ef-425c-9359-4c148989d875
0d82c37d-48dd-46c2-9834-61150dfbf995,2c7d87bf-b5a4-4544-8d0a-cba6f36096b0
91fbc1a6-5576-41ea-95ad-48457ad888ec,4282db53-5155-47f7-9593-f12e3799eca0
99b1af40-651f-4fc1-9d8f-f52b188a1f4a,3747546b-602a-49dc-b2c5-db5833f7bb55
43fe5ebe-150c-4909-8380-497aa543ebcb,a6957cf9-7fda-4fcc-bc8a-0243265057a4
45040cc2-1cf1-47bf-aa18-dc641664a831,4d05b7ce-1369-497c-bc6e-f82e241f6ae2
c2d3ea3e-ff1b-49a3-b423-7d21c4516099,5ef0ec68-cf25-42c8-a0bf-a2796d16a6af
2a3d74cd-2cf7-4dd3-93c7-dc2657d25481,d3b70422-7d92-4fbd-a34b-943ac21acfb3
bd9da813-36ae-401c-9009-2365b5ab6742,f942fcff-c9dc-4ba1-9244-150a822c304f
d75f90e9-8926-4b66-b2af-7ab1ac14c9d0,dfcde796-bad0-436d-bcfb-99d11cdeb7eb
18f09533-4bd2-4574-b74f-922669b48a20,23f49613-6992-48cb-93a2-89d9418cfe7b
099c5737-2055-49fd-8113-2f20565f1edb,ee474f89-595f-4092-a9b5-a477e3723581
afb365c2-4df9-426a-8f69-b2beccc28131,7fc93dec-eeac-4c67-99fd-f347f28165a1
852a6385-8aea-40f4-8334-9a4621f9b0ad,228af8a6-4d7f-4f96-83d6-2ba2f1f266fa
d765e61e-c412-4d82-8c12-302c4be6c578,c9c087f5-b47d-4e3e-949a-0ae9e6ee8d49
6865fa9d-775f-4ff6-a7e5-f8f84d4ccbc8,5976af2e-54fa-45ae-8e1c-78cd82303801
3afa567a-d02c-4cc8-a392-6b7f455bc9e2,4603563a-5f0d-468a-9895-7a0b56c74a59
569b0ce6-2643-41d2-b923-08048b9a1043,237d8a6e-a02b-44fa-831f-6a07b0037b3b
0a539266-0fe5-46f2-bb49-0960506498f7,f32c828e-a20f-42c1-90e4-2d47d3314c5d
1a78b2f5-bcdb-4299-8677-bf46f093b27b,5e38f589-a80b-4101-9aec-f638ab4cdafe
2dce5312-5a71-46c4-8c30-c2a70d030926,5fec8c68-dee7-4170-ac7d-afc5c56b16b3
bfd992d8-1314-40c0-914a-47871010a884,f3c318c0-18dd-45c6-83a7-1aa38dcdebde
b83de133-3922-405e-8875-911fdf9c793d,4e6c5a00-972c-46a0-8ca4-0260b874f073
c0cd9789-eaf5-4825-9699-d3dcde6b7a92,23f49613-6992-48cb-93a2-89d9418cfe7b
8e38ee22-2d26-4a91-956d-46826d100994,e2a37bbd-7670-4202-9cc8-81c0822ce08c
71c82785-dfb6-468f-83db-ee246528f969,f8f42cd0-3688-4613-b6a0-34bfde1a28e4
ddc66f89-a43e-4b97-b9b8-f06984a942c8,d5b9306c-db54-4ee4-96d3-e4699e1ed6c8
1ed9c19c-068b-4958-9c2c-9887ff3d3746,23f49613-6992-48cb-93a2-89d9418cfe7b
e84d4f81-430e-47ac-a8b6-556d771e1d38,61ec0f49-8835-473e-8e8f-0bb6d323dd63
5c50c71d-165d-4388-ad10-57fb217221b2,45e702d6-3af7-4d0e-9755-53f2c1a6d6ee
575d8ba5-6661-43ac-a03a-45d9d8d7175e,45e702d6-3af7-4d0e-9755-53f2c1a6d6ee
19ea2bef-e963-47b4-a934-f4aa494dee48,45e702d6-3af7-4d0e-9755-53f2c1a6d6ee
d19c2755-909d-4a22-b7c2-80e18d0ae891,45e702d6-3af7-4d0e-9755-53f2c1a6d6ee
1be46ea5-d7c4-4461-b01d-bcaee07b46ab,45e702d6-3af7-4d0e-9755-53f2c1a6d6ee
d497c206-cf52-4a4f-9103-a30c061342d4,45e702d6-3af7-4d0e-9755-53f2c1a6d6ee
b903bc56-af6e-43c1-a6e2-5f82b744fca1,fde5d62b-47f8-47a5-80dc-0a7e1636d62f
6bc1a41c-76b4-4e83-9996-2b943e525386,4603563a-5f0d-468a-9895-7a0b56c74a59
fa8105da-259a-4b7b-8cda-975689ef6291,03deb49a-e172-4ba4-9954-3dec5f1a44b9
1b6eb98d-363f-493f-890c-e1efc862795b,8f9e6ec2-c324-4493-9f57-09027d24a46a
c8a8b84b-df44-48fb-aefa-87aff46e65eb,dcf0d941-5d6f-4a3e-8b99-0274b4bf11dc
1d003b7d-01f2-40f0-857f-910d5ff8958b,d3c1f7c2-6ffb-44d9-b1b2-e1b92a22aed8
4bc2c190-032d-40b9-ad8b-d53013cca80c,e5f5688e-d4e5-4af8-a042-43ea38f4de45
852e77b3-6eff-432c-880e-7b4c179f8c3e,e5f5688e-d4e5-4af8-a042-43ea38f4de45
41d7817a-eb05-4c67-9d52-c5df11336b17,c2b9cdf0-0021-4d09-9a8c-d22beb2f338c
f9203c40-f727-41c1-808b-f6b27021d875,45e702d6-3af7-4d0e-9755-53f2c1a6d6ee
cacefe62-7e43-41b6-8ed8-579e2bdce697,e22f3681-e57d-431b-b444-35cf1b7c4178
5d3be66d-95e7-43a9-b553-589c413cf8b6,c17f529a-4887-478a-9131-08455a4ca41a
da14bed6-547d-4acb-b2f3-630545e9dcf3,181c2a30-a3c9-4f00-8a48-d8dcc856c640
b73fe4ec-0656-4a76-bcf2-fa22e414df93,c17f529a-4887-478a-9131-08455a4ca41a
506d88b0-2c80-4bd3-a9c4-40b31bdefb17,3dd6a3e4-4f8f-4fe1-9f47-527dcc8d7c19
96ec2af6-c65a-4a44-887d-56cef013de95,26ad7434-7c6c-4617-90f1-5eafb11461a1
6e690ef0-ac2f-44e1-a607-1ec1d7cf3472,408e513c-e820-48ea-a8e3-0af8ba1b0ce6
daa97c99-6405-48b4-8952-3c21fd44f9a7,ba7f21e9-7b50-411b-9379-aef74435d287
931f7090-b2ba-45c4-86fa-ceeb12b84e40,2fe78944-a314-4a0f-a4ed-63d1e42b5568
19259ca9-8518-4074-a5c7-e578ffbafdcd,c9c087f5-b47d-4e3e-949a-0ae9e6ee8d49
b30d573a-7119-4717-bc3f-05dfc7623ad5,940bd712-e766-4d6f-b3d1-cccc501f7c12
16d3f2cf-afeb-469e-9812-a05466ed14a2,02b3d5c4-98c0-475e-b57f-19efc4a2fdad
8f573285-929b-457e-95d9-d3496cf33754,61ec0f49-8835-473e-8e8f-0bb6d323dd63
be9530fc-d2df-4961-b854-26ffe2b13ef0,23f49613-6992-48cb-93a2-89d9418cfe7b
ec985910-40ec-4fc3-b1bf-7041dafa77ce,f054db8f-de71-4712-a82d-adca44a91ced
c16475c0-a2df-40d0-a7d9-1c25cadc3dbd,f1675990-279a-4bbd-83a6-ee3c1a6fc3d0
1b8d83bc-c498-4849-8a3a-b2c77d74f3d1,23f49613-6992-48cb-93a2-89d9418cfe7b
8bd06d1f-deb3-42a5-aedd-353fa745475d,23f49613-6992-48cb-93a2-89d9418cfe7b
2150f4b5-e7f6-43f2-bbf8-938e0d1e1fa4,df73bc0f-be25-453f-988e-b7de909fa96a
118a8f27-528c-44cb-9de8-c6b718d24907,ae9ab339-dc74-4587-bbe6-a4b07ad2ce45
e00cec03-97d0-4a4b-b8bd-afb5d69054a1,228af8a6-4d7f-4f96-83d6-2ba2f1f266fa
99810747-f6db-4c8b-8d63-64a0c356ea11,4b606cd8-d45d-4053-823d-d01a8028c7a3
f0993390-a480-4aeb-b7f2-26f93116d8b6,f054db8f-de71-4712-a82d-adca44a91ced
dd8c7725-296d-4309-b8af-ed04c0085830,4603563a-5f0d-468a-9895-7a0b56c74a59
f132ec22-1563-48b1-b73f-8ad2e88a2300,6da5b3fc-040b-4ef3-9338-f083c8f78fa1
d7bf1373-884e-43e2-a9de-3e50fa9b26b9,23f49613-6992-48cb-93a2-89d9418cfe7b
c6eccf85-918e-4537-858f-82ee9309e9c4,26ad7434-7c6c-4617-90f1-5eafb11461a1
4a308769-3bc9-48c1-8891-530d97d4ae31,8f9e6ec2-c324-4493-9f57-09027d24a46a
8cdff1ea-15a1-47a2-a210-ff83177b955d,d3c1f7c2-6ffb-44d9-b1b2-e1b92a22aed8
0f58dccd-adec-46b4-9df5-f9d6d4a585bc,66b06f4c-447f-4bfc-967b-8fa3c514aced
e54916f1-22b9-4b37-be64-a007146a1cfc,13abe8e2-8357-4bcc-825e-1fabdd66f088
f7693832-a57b-4cbd-888c-cd958c7ffa01,23f49613-6992-48cb-93a2-89d9418cfe7b
c846920c-60ea-4ef5-93bb-b602000fe220,c9a15782-66c4-4077-9c4f-45d97dfe404a
1a89a211-7c15-4a09-a046-c294c07c6ab9,13abe8e2-8357-4bcc-825e-1fabdd66f088
d5533923-69f2-40be-8259-1cabee4c528b,cdc9f29c-c9a2-40ed-80bc-b5a52e529507
9e2ce5a3-f178-47c1-97af-fa4a0f0b8569,3747546b-602a-49dc-b2c5-db5833f7bb55
667adee9-2f6c-4864-8d04-49df2c0ed5a6,cdad21ec-0f72-4be6-8e89-fe0341018ebf
5fa679a6-85e5-41c8-bdd4-3e5fa63acba9,237d8a6e-a02b-44fa-831f-6a07b0037b3b
069953dc-b499-4ce4-b30b-fae2b8d4873e,5fb44759-fd20-46d3-bfc1-73c0b3a910f4
98edb5af-e9e2-4fbe-9125-676cccbd1b88,13a976f3-2a40-41f3-9cd6-b86baf12e86e
f2327454-0474-4426-8878-440a2516bce8,3747546b-602a-49dc-b2c5-db5833f7bb55
1c63558b-c9cf-4945-bfdf-c25e2a9d76b1,d853f8c2-b4bc-442c-b454-d740be9fe606
7e91550b-5d23-41a6-8ce2-eaf0e150a410,d853f8c2-b4bc-442c-b454-d740be9fe606
940620c3-a7fb-4e3f-b483-33cc4a3202de,89f26c14-012a-42b9-8964-78e1a8b1741e
6e47298f-b5a1-47b1-be38-c727e76aca8c,bb88cc26-5b2e-412d-a815-27ad49059eea
03f529ad-8e92-459e-b783-fd1ee195e61c,5fec8c68-dee7-4170-ac7d-afc5c56b16b3
17f75985-db1b-4219-bcde-0addfd8c1f33,2dd358b5-ada6-438d-9f0c-3c7d721b8e47
99d3b9cb-8dc1-4a7a-98f6-5aa830904280,bf33874f-9df5-4188-9f3a-de3d4c9b2bba
729aaab7-a9bc-4243-920f-f73cb5a6fa1a,3935c05b-fedb-4dfb-860b-61adfb0d514e
56a9a761-407b-40d3-ad9e-9b359b138342,dfcde796-bad0-436d-bcfb-99d11cdeb7eb
90ac1d48-7033-4bb4-9cce-2bade877cec6,23f49613-6992-48cb-93a2-89d9418cfe7b
6c3cd308-5057-43ff-afe1-c8c7e8970ccc,61ec0f49-8835-473e-8e8f-0bb6d323dd63
54ea8b51-b9a7-452b-9c4f-49985adb513f,23f49613-6992-48cb-93a2-89d9418cfe7b
18bcbc5b-1481-46c1-b74e-e96779f9e9ba,cdad21ec-0f72-4be6-8e89-fe0341018ebf
1146df93-d085-4af9-94c9-431c58788cac,23f49613-6992-48cb-93a2-89d9418cfe7b
9a287b69-7643-4fd9-ac9f-75d4e5caf0bd,61ec0f49-8835-473e-8e8f-0bb6d323dd63
7738580f-52e7-4e42-a0f4-9f4f7d517af6,13abe8e2-8357-4bcc-825e-1fabdd66f088
99d45d5d-1890-4542-97ba-242f7ab94f09,256d2062-c8dd-472e-b33a-cc5d075fc8c7
2c53b6e8-e62e-4df4-a93d-3d1093a4b0e4,23f49613-6992-48cb-93a2-89d9418cfe7b
e57b1fd0-2742-4661-8e2e-fd5ae9863579,61ec0f49-8835-473e-8e8f-0bb6d323dd63
cede6dd9-e7dd-42be-982f-8da4e64b53ee,8f9e6ec2-c324-4493-9f57-09027d24a46a
6f77e46d-d5b1-4a99-8964-f058c76afd36,6f85fc25-5afd-4f90-99f7-9732d25cdbec
e7fe8248-ab27-44ce-bd74-174181104da8,66b06f4c-447f-4bfc-967b-8fa3c514aced
4ac7bd7f-1876-49ca-b096-5778e235ead1,13abe8e2-8357-4bcc-825e-1fabdd66f088
e36419b9-a1cc-444b-aab6-e0d86d3565f6,4603563a-5f0d-468a-9895-7a0b56c74a59
e6a13ca5-f91c-4478-a529-43665960b662,54ec17f4-6781-44c2-82e2-ce37c389b101
898bfa43-0433-41af-a939-2ae8b809b20e,228af8a6-4d7f-4f96-83d6-2ba2f1f266fa
c1601f39-9a16-48a8-ae6a-15aaf7484404,4603563a-5f0d-468a-9895-7a0b56c74a59
ba29e7eb-b85c-448c-a50b-f236a569c1ce,c8fc0af0-fd85-4a47-9cf6-3c1b3cfd715a
966b5841-ee66-4ecc-b72d-b9d5bc1ba8c3,b7a956a4-3b3e-4635-b0d5-2d25229591f9
12e42264-70bd-4e5f-834f-38b5c2ca6ee8,57f15bd2-dbee-416b-b9c8-ceafbfdcab4a
3247c89b-f85e-45fd-908a-c97ad4c300af,0c8625df-adfb-466a-9457-4ff30606c2c8
178ffe7b-bb03-4f1c-b710-6e5a044e22af,f7fda270-6ce3-4b54-a0d4-b305424bd598
89723f80-5bdd-434c-9e41-4687419fd0ed,5976af2e-54fa-45ae-8e1c-78cd82303801
54f3a6a4-e22a-413a-a9d9-7ea85ab19a7d,13abe8e2-8357-4bcc-825e-1fabdd66f088
fe9c9bd7-1325-43c2-b682-b8aa78b037b1,5fb44759-fd20-46d3-bfc1-73c0b3a910f4
53348573-519c-4878-b469-778a2006bc0b,d3b70422-7d92-4fbd-a34b-943ac21acfb3
56990c4d-1fa3-4187-974f-85ae2b30ec12,8f9e6ec2-c324-4493-9f57-09027d24a46a
6a5693f2-945c-4281-b478-5eb4be07eb38,23f49613-6992-48cb-93a2-89d9418cfe7b
34490913-5c08-44eb-a40d-e88159644d0b,23f49613-6992-48cb-93a2-89d9418cfe7b
4b24a955-6993-49e4-a466-68edd25ebed1,965f69c6-5d50-4e75-938b-f44a58292a89
e0fd9ca3-7fb6-4d1f-9ad7-d9d255eccd2c,0f04f46e-1fa9-469f-b248-ba41ebd61ee0
01a4d0c6-3a48-42fa-bb38-e0a363cc137e,d3c1f7c2-6ffb-44d9-b1b2-e1b92a22aed8
1b1a9519-15e4-470b-bb62-6e21110e2b3a,2c7d87bf-b5a4-4544-8d0a-cba6f36096b0
5ff4cd24-6884-468a-a93a-0786ed892834,48b60287-d48d-4b8a-ae4c-7ebcedc99707
0b70773e-b3a4-4e9f-b6cb-73f1e716dba5,256d2062-c8dd-472e-b33a-cc5d075fc8c7
f802e1f2-9bb9-4746-a9ac-cab2dd236406,9aaa07d8-40fa-4636-96ab-1ceef1249cf9
f609c358-7d25-4c0d-920d-424703cec64b,c128da9c-c166-4cd9-99ef-7afb50601342
5c2e1b31-8a4a-4925-a473-5eed3d47d42c,434d9515-dbde-48d0-bbfc-dc73ae5fa329
6ea3d590-7879-4219-a0d7-5c8ac7239fcb,fde5d62b-47f8-47a5-80dc-0a7e1636d62f
57b082aa-e913-444d-a120-4120dd037891,f7fda270-6ce3-4b54-a0d4-b305424bd598
fe7d61ea-1260-4c18-96e3-5d9a5445b004,0c8625df-adfb-466a-9457-4ff30606c2c8
ba9c3bb5-3e9a-4316-b410-a13bce9c911e,1cdf7f5d-6352-4afc-86f4-40012331b4a6
a3a017b0-8f83-4f38-8a76-935c204d2cfa,23f49613-6992-48cb-93a2-89d9418cfe7b
5a2e4f1a-f99d-4eac-9034-a7341845cd3b,4a12ae7e-4748-43bc-81f4-43e7c053cd6d
21529570-1001-4f09-a5ba-aa14d8128158,cdc9f29c-c9a2-40ed-80bc-b5a52e529507
290cf5c0-2a9e-4db6-95d1-5f5cd99f317b,d3c1f7c2-6ffb-44d9-b1b2-e1b92a22aed8
9acf1a86-e57c-4a13-8adc-46d778ec0436,b1698d54-2275-4ab6-bd4a-668968f85f37
3e9ab39d-32d8-4a15-89d2-063e0f699e9c,45ba79fe-4635-41a3-9b41-18399057bc0f
c2ec2444-8754-4b6d-afe1-7eb17672e640,24da0a1c-a58b-4bf6-87f5-4af43c24797a
6ba912d8-b0f8-4f54-9659-1d3dd8f637a0,23f49613-6992-48cb-93a2-89d9418cfe7b
0f0e23b0-9830-4f7b-a63d-ce5ab1f7dd51,d5b9306c-db54-4ee4-96d3-e4699e1ed6c8
741ebe30-072f-43e8-89e4-83c14d7414dc,95f83f29-a225-4709-b12f-ac51a56dfb63
490dccaa-9b85-4e42-84c5-92606fc39301,e22f3681-e57d-431b-b444-35cf1b7c4178
46275fd9-0e57-41a2-88cd-ec0e4d519332,7ab05925-4547-44ec-a136-cb37f0207a51
